entrez_id,gene_symbol,gene_name,organism,chromosome,map_location,summary,other_designations,chr_accession,chr_start,chr_stop,node_id
23305,ACSL6,acyl-CoA synthetase long chain family member 6,Homo sapiens,5,5q31.1,"The protein encoded by this gene catalyzes the formation of acyl-CoA from fatty acids, ATP, and CoA, using magnesium as a cofactor. The encoded protein plays a major role in fatty acid metabolism in the brain. Translocations with the ETV6 gene are causes of myelodysplastic syndrome with basophilia, acute myelogenous leukemia with eosinophilia, and acute eosinophilic leukemia. Several transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Apr 2011]","long-chain-fatty-acid--CoA ligase 6|arachidonate--CoA ligase|fatty-acid-Coenzyme A ligase, long-chain 6|long fatty acyl-CoA synthetase 2",NC_000005.10,132012212,131949972,116897
23654,PLXNB2,plexin B2,Homo sapiens,22,22q13.33,"Members of the B class of plexins, such as PLXNB2 are transmembrane receptors that participate in axon guidance and cell migration in response to semaphorins (Perrot et al. (2002) [PubMed 12183458]).[supplied by OMIM, Mar 2008]",plexin-B2|ferroptosis-associated lncRNA,NC_000022.11,50307645,50274978,117178
23705,CADM1,cell adhesion molecule 1,Homo sapiens,11,11q23.3,"Enables signaling receptor binding activity. Involved in several processes, including cell recognition; positive regulation of cytokine production; and susceptibility to natural killer cell mediated cytotoxicity. Located in plasma membrane. Implicated in breast carcinoma and prostate cancer. Biomarker of cervix uteri carcinoma in situ. [provided by Alliance of Genome Resources, Jul 2025]",cell adhesion molecule 1|TSLC-1|TSLC1/Nectin-like 2/IGSF4|immunoglobulin superfamily member 4|nectin-like 2|nectin-like protein 2|spermatogenic immunoglobulin superfamily|synaptic cell adhesion molecule|tumor suppressor in lung cancer 1,NC_000011.10,115504414,115169235,117218
23759,PPIL2,peptidylprolyl isomerase like 2,Homo sapiens,22,22q11.21-q11.22,"This gene is a member of the cyclophilin family of peptidylprolyl isomerases. The cyclophilins are a highly conserved ubiquitous family, members of which play an important role in protein folding, immunosuppression by cyclosporin A, and infection of HIV-1 virions. This protein interacts with the proteinase inhibitor eglin c and is localized in the nucleus. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Dec 2015]","RING-type E3 ubiquitin-protein ligase PPIL2|PPIase|RING-type E3 ubiquitin transferase isomerase-like 2|U-box domain containing 7|cyclophilin, 60kDa|cyclophilin-60|cyclophilin-like protein CyP-60|peptidyl-prolyl cis-trans isomerase-like 2|peptidylprolyl cis-trans isomerase|peptidylprolyl isomerase (cyclophilin)-like 2|probable inactive peptidyl-prolyl cis-trans isomerase-like 2|rotamase PPIL2",NC_000022.11,21666011,21700014,117260
25800,SLC39A6,solute carrier family 39 member 6,Homo sapiens,18,18q12.2,"Zinc is an essential cofactor for hundreds of enzymes. It is involved in protein, nucleic acid, carbohydrate, and lipid metabolism, as well as in the control of gene transcription, growth, development, and differentiation. SLC39A6 belongs to a subfamily of proteins that show structural characteristics of zinc transporters (Taylor and Nicholson, 2003 [PubMed 12659941]).[supplied by OMIM, Mar 2008]","zinc transporter ZIP6|LIV-1 protein, estrogen regulated|ZIP-6|ZRT/IRT-like protein 6|estrogen-regulated protein LIV-1|solute carrier family 39 (metal ion transporter), member 6|solute carrier family 39 (zinc transporter), member 6|zinc transporter 6|zrt- and Irt-like protein 6",NC_000018.10,36129339,36108530,117332
25921,ZDHHC5,zDHHC palmitoyltransferase 5,Homo sapiens,11,11q12.1,"Enables protein-cysteine S-palmitoyltransferase activity. Involved in positive regulation of defense response; positive regulation of protein localization to plasma membrane; and protein localization to plasma membrane. Acts upstream of or within protein palmitoylation. Located in nucleoplasm; phagocytic vesicle; and plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]","palmitoyltransferase ZDHHC5|DHHC-5|membrane-associated DHHC5 zinc finger protein|probable palmitoyltransferase ZDHHC5|zinc finger DHHC domain-containing protein 5|zinc finger DHHC-type containing 5|zinc finger DHHC-type palmitoyltransferase 5|zinc finger protein 375|zinc finger, DHHC domain containing 5",NC_000011.10,57668113,57701181,117422
26002,MOXD1,monooxygenase DBH like 1,Homo sapiens,6,6q23.2,"Predicted to enable copper ion binding activity and dopamine beta-monooxygenase activity. Predicted to be involved in dopamine catabolic process; norepinephrine biosynthetic process; and octopamine biosynthetic process. Part of endoplasmic reticulum membrane. [provided by Alliance of Genome Resources, Jul 2025]",DBH-like monooxygenase protein 1|dopamine-oxygenase|monooxygenase X,NC_000006.12,132401474,132296054,117478
26032,SUSD5,sushi domain containing 5,Homo sapiens,3,3p22.3,"Predicted to enable hyaluronic acid binding activity. Predicted to be involved in Notch signaling pathway. Predicted to be located in membrane. [provided by Alliance of Genome Resources, Jul 2025]",sushi domain-containing protein 5,NC_000003.12,33218809,33150042,117498
26065,LSM14A,LSM14A mRNA processing body assembly factor,Homo sapiens,19,19q13.11,"Sm-like proteins were identified in a variety of organisms based on sequence homology with the Sm protein family (see SNRPD2; 601061). Sm-like proteins contain the Sm sequence motif, which consists of 2 regions separated by a linker of variable length that folds as a loop. The Sm-like proteins are thought to form a stable heteromer present in tri-snRNP particles, which are important for pre-mRNA splicing.[supplied by OMIM, Mar 2008]","protein LSM14 homolog A|LSM14 homolog A|LSM14A, SCD6 homolog A|RNA-associated protein 55|RNA-associated protein 55A|alphaSNBP|family with sequence similarity 61, member A|hRAP55|hRAP55A|protein SCD6 homolog|putative alpha-synuclein-binding protein",NC_000019.10,34172503,34229287,117527
27327,TNRC6A,trinucleotide repeat containing adaptor 6A,Homo sapiens,16,16p12.1,"This gene encodes a member of the trinucleotide repeat containing 6 protein family. The protein functions in post-transcriptional gene silencing through the RNA interference (RNAi) and microRNA pathways. The protein associates with messenger RNAs and Argonaute proteins in cytoplasmic bodies known as GW-bodies or P-bodies. Inhibiting expression of this gene delocalizes other GW-body proteins and impairs RNAi and microRNA-induced gene silencing. [provided by RefSeq, Jul 2008]",trinucleotide repeat-containing gene 6A protein|CAG repeat protein 26|CTD-2540M10.1|EDIE|EMSY interactor protein|GW182 autoantigen|glycine-tryptophan protein of 182 kDa|trinucleotide repeat containing 6A,NC_000016.10,24610204,24826217,118141
29071,C1GALT1C1,C1GALT1 specific chaperone 1,Homo sapiens,X,Xq24,"This gene encodes a type II transmembrane protein that is similar to the core 1 beta1,3-galactosyltransferase 1, which catalyzes the synthesis of the core-1 structure, also known as Thomsen-Friedenreich antigen, on O-linked glycans. This gene product lacks the galactosyltransferase activity itself, but instead acts as a molecular chaperone required for the folding, stability and full activity of the core 1 beta1,3-galactosyltransferase 1. Mutations in this gene have been associated with Tn syndrome. Alternatively spliced transcript variants encoding the same protein have been identified. [provided by RefSeq, Dec 2009]","C1GALT1-specific chaperone 1|C38H2-like protein 1|beta 1,3-galactosyltransferase 2|core 1 beta1,3-galactosyltransferase 2|core 1 beta3-Gal-T-specific molecular chaperone|core 1 beta3-Gal-T2|core 1 beta3-galactosyltransferase-specific molecular chaperone",NC_000023.11,120630053,120625673,118844
29922,NME7,NME/NM23 family member 7,Homo sapiens,1,1q24.2,"This gene encodes a member of the non-metastatic expressed family of nucleoside diphosphate kinases. Members of this family are enzymes that catalyzes phosphate transfer from nucleoside triphosphates to nucleoside diphosphates. This protein contains two kinase domains, one of which is involved in autophosphorylation and the other may be inactive. This protein localizes to the centrosome and functions as a component of the gamma-tubulin ring complex which plays a role in microtubule organization. Mutations in this gene may be associated with venous thromboembolism. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2016]","nucleoside diphosphate kinase homolog 7|3'-5' exonuclease NME7|NDP kinase 7|NDP kinase homolog 7|cilia and flagella associated protein 67|non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)|protein kinase NME7",NC_000001.11,169367796,169132530,118963
30835,CD209,CD209 molecule,Homo sapiens,19,19p13.2,"This gene encodes a C-type lectin that functions in cell adhesion and pathogen recognition. This receptor recognizes a wide range of evolutionarily divergent pathogens with a large impact on public health, including leprosy and tuberculosis mycobacteria, the Ebola, hepatitis C, HIV-1 and Dengue viruses, and the SARS-CoV acute respiratory syndrome coronavirus. The protein is organized into four distinct domains: a C-terminal carbohydrate recognition domain, a flexible tandem-repeat neck domain, a transmembrane region and an N-terminal cytoplasmic domain involved in internalization. This gene is closely related in terms of both sequence and function to a neighboring gene, CLEC4M (Gene ID: 10332), also known as L-SIGN. The two genes differ in viral recognition and expression patterns, with this gene showing high expression on the surface of dendritic cells. Polymorphisms in the neck region are associated with protection from HIV-1 infection, while single nucleotide polymorphisms in the promoter of this gene are associated with differing resistance and susceptibility to and severity of infectious disease, including rs4804803, which is associated with SARS severity. [provided by RefSeq, May 2020]",CD209 antigen|C-type lectin domain family 4 member L|HIV gpl20-binding protein|dendritic cell-specific ICAM-3-grabbing non-integrin 1|dendritic cell-specific intercellular adhesion molecule-3-grabbing non-integrin|dendritic cell-specific intracellular adhesion molecules (ICAM)-3 grabbing non-integrin,NC_000019.10,7747533,7739992,119051
