#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3573664	1489668	5817	4383915	111775	SARS-CoV-2	-	S	PVR	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CD155|HVED|NECL5|Necl-5|PVS|TAGE4	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P15151	A8K4I1	NP_006496|NP_001129242|NP_001129240|NP_001129241	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573665	1489668	50848	4383915	119153	SARS-CoV-2	RP11-544M22.2	S	F11R	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CD321|JAM|JAM1|JAMA|JCAM|KAT|PAM-1	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9Y624	Q6FIB4	NP_001369659|NP_001369662|NP_001369663|NP_001369656|NP_001335020|NP_058642	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573666	1489668	271	4383915	106768	SARS-CoV-2	RP5-1160K1.5	S	AMPD2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	PCH9|SPG63	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q01433	A0A024R098|B2RB47	NP_001244289|NP_001244290|NP_631895|NP_004028|NP_001295099|NP_981949|NP_001355738	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573667	1489668	4179	4383915	110346	SARS-CoV-2	-	S	CD46	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	AHUS2|MCP|MIC10|TLX|TRA2.10	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P15529	-	NP_758866|NP_758867|NP_758865|NP_758862|NP_758863|NP_758860|NP_758861|NP_722548|NP_002380|NP_758869|NP_758871	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573668	1489668	7040	4383915	112898	SARS-CoV-2	-	S	TGFB1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CED|DPD1|LAP|TGFB|TGFbeta	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P01137	-	NP_000651	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573669	1489668	6232	4383915	112146	SARS-CoV-2	RP11-422P24.3	S	RPS27	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	MPS-1|MPS1|S27	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P42677	-	NP_001021	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573670	1489668	1104	4383915	107529	SARS-CoV-2	RP4-669K10.2	S	RCC1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CHC1|RCC1-I|SNHG3-RCC1	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P18754	Q5T081	NP_001041664|NP_001041659|NP_001368795|NP_001368794|NP_001260|NP_001041660	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573671	1489668	2597	4383915	108868	SARS-CoV-2	CDABP0047	S	GAPDH	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	G3PD|GAPD|HEL-S-162eP	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P04406	V9HVZ4	NP_002037|NP_001344872|NP_001276674|NP_001276675|NP_001243728	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573672	1489668	100506658	4383915	111004	SARS-CoV-2	hCG_1988850	S	OCLN	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	BLCPMG|PPP1R115	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q16625	A8K3T2	NP_002529|NP_001192184|NP_001192183	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573673	1489668	6396	4383915	112296	SARS-CoV-2	-	S	SEC13	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	D3S1231E|SEC13L1|SEC13R|npp-20	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P55735	A8MWR8	NP_899195|NP_001129704|NP_001265875|NP_109598|NP_001129498	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573674	1489668	81624	4383915	123559	SARS-CoV-2	RP11-26P21.1	S	DIAPH3	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	AN|AUNA1|DIA2|DRF3|NSDAN|diap3|mDia2	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9NSV4	B4DPV3	NP_001245296|NP_001245297|NP_001245295|NP_001245298|NP_001245299|NP_112194|NP_001035982	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573675	1489668	23705	4383915	117218	SARS-CoV-2	-	S	CADM1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	BL2|IGSF4|IGSF4A|NECL2|Necl-2|RA175|ST17|SYNCAM|TSLC1|sTSLC-1|sgIGSF|synCAM1	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9BY67	A0A4Z1|X5DQR8|X5DQS5|X5D8W0|X5D7A8	NP_001287973|NP_001091987|NP_001287972|NP_001287974|NP_055148	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573676	1489668	90060	4383915	124658	SARS-CoV-2	JM11	S	CCDC120	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	-	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q96HB5	A8K5Q5|B4DF24	NP_296375|NP_001156794|NP_001156795|NP_001258764|NP_001156793|NP_001258765	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573677	1489668	6790	4383915	112666	SARS-CoV-2	RP5-1167H4.6	S	AURKA	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	AIK|ARK1|AURA|AURORA2|BTAK|PPP1R47|STK15|STK6|STK7	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	O14965	-	NP_001310233|NP_940836|NP_940837|NP_003591|NP_001310232|NP_001310234|NP_940835|NP_940838|NP_940839	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573678	1489668	6513	4383915	112404	SARS-CoV-2	-	S	SLC2A1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	DYT17|DYT18|DYT9|EIG12|GLUT|GLUT-1|GLUT1|GLUT1DS|HTLVR|PED	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P11166	Q59GX2	NP_006507	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573679	1489668	4753	4383915	110828	SARS-CoV-2	-	S	NELL2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	NRP2	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q99435	B7Z625|A0A024R0X1	NP_001138579|NP_006150|NP_001138582|NP_001138581|NP_001138580	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573680	1489668	56257	4383915	121122	SARS-CoV-2	-	S	MEPCE	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	BCDIN3	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q7L2J0	-	NP_062552|NP_001181921|NP_001181920|NP_001181919	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573681	1489668	54680	4383915	120099	SARS-CoV-2	-	S	ZNHIT6	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	BCD1|C1orf181|NY-BR-75	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9NWK9	-	NP_060423|NP_001164141	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573682	1489668	10024	4383915	115341	SARS-CoV-2	-	S	TROAP	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	TASTIN	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q12815	F8W130	NP_001094090|NP_001265253|NP_005471	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573683	1489668	387	4383915	106880	SARS-CoV-2	-	S	RHOA	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	ARH12|ARHA|RHO12|RHOH12	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P61586	Q9BVT0|A0A024R324	NP_001300872|NP_001300873|NP_001300870|NP_001655|NP_001300876|NP_001300874|NP_001300875	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573684	1489668	23654	4383915	117178	SARS-CoV-2	RP3-402G11.19-002	S	PLXNB2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	MM1|Nbla00445|PLEXB2|dJ402G11.3	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	O15031	-	NP_001363815|NP_001363814|NP_001363813|NP_001363812|NP_001363811|NP_001363810|NP_036533|NP_001363804|NP_001363805|NP_001363806|NP_001363807|NP_001363800|NP_001363801|NP_001363802|NP_001363803|NP_001363808|NP_001363809|NP_001363798|NP_001363799|NP_001363793|NP_001363794|NP_001363795|NP_001363796|NP_001363797	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573685	1489668	125950	4383915	125936	SARS-CoV-2	hCG_2033729	S	RAVER1	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	-	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q8IY67	E9PAU2	NP_001353103|NP_597709	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573686	1489668	867	4383915	107315	SARS-CoV-2	-	S	CBL	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	C-CBL|CBL2|FRA11B|NSLL|RNF55	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	P22681	-	NP_005179	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573687	1489668	1408	4383915	107798	SARS-CoV-2	-	S	CRY2	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	HCRY2|PHLL2	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q49AN0	-	NP_066940|NP_001120929	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573688	1489668	10067	4383915	115378	SARS-CoV-2	-	S	SCAMP3	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	C1orf3	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	O14828	-	NP_443069|NP_005689	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573689	1489668	79465	4383915	122673	SARS-CoV-2	RP11-472G23.5	S	ULBP3	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	RAET1N	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q9BZM4	B4DN91	NP_078794	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573690	1489668	214	4383915	106716	SARS-CoV-2	-	S	ALCAM	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	CD166|MEMD	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q13740	B3KNN9	NP_001230209|NP_001618|NP_001230212|NP_001230210	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
3573691	1489668	11325	4383915	116454	SARS-CoV-2	-	S	DDX42	ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA|PRO_0000037208	DDX42P|RHELP|RNAHP|SF3B8|SF3b125	Proximity Label-MS	physical	Datta S (2023)	PUBMED:37499664	694009	9606	High Throughput	-	-	Bait: SARS-CoV-1 WT S protein|Enriched hits were identified with significant enrichment (log2FC greater than or equal to 1.5 and -log10p value of greater than or equal to 2 over control) and a SAINT BFDR of less than or equal to 0.01.|Photocatalyst-based viral-host protein microenvironment mapping platform (ViraMap).	-	BIOGRID	P59594	-	NP_828851	Q86XP3	-	NP_031398|NP_987095	-	-	-	-	-	-	Severe acute respiratory syndrome-related coronavirus	Homo sapiens
